id	label	namespace	icon	source
mca:cyan_jungle_crib	Berço da Selva Ciano	mca	launcher-assets\item-icons\mca\cyan_jungle_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:yellow_bed	Yellow Bed	minecraft	launcher-assets\item-icons\minecraft\yellow_bed.png	1.20.1.jar
minecolonies:blockpostbox	Postbox	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:purple_wool	Purple Wool	minecraft	launcher-assets\item-icons\minecraft\purple_wool.png	1.20.1.jar
mca:villager_tracker_30	Villager Tracker 30	mca	launcher-assets\item-icons\mca\villager_tracker_30.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:door/door_port_manteau_spec	Door Door Port Manteau Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:acacia_sapling	Acacia Sapling	minecraft	launcher-assets\item-icons\minecraft\acacia_sapling.png	1.20.1.jar
minecraft:waxed_oxidized_cut_copper_slab	Waxed Oxidized Cut Copper Slab	minecraft		1.20.1.jar
minecraft:moss_carpet	Moss Carpet	minecraft		1.20.1.jar
minecraft:stripped_jungle_log	Stripped Jungle Log	minecraft	launcher-assets\item-icons\minecraft\stripped_jungle_log.png	1.20.1.jar
mca:villager_tracker_31	Villager Tracker 31	mca	launcher-assets\item-icons\mca\villager_tracker_31.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:beetroot_seeds	Beetroot Seeds	minecraft	launcher-assets\item-icons\minecraft\beetroot_seeds.png	1.20.1.jar
minecraft:allay_spawn_egg	Allay Spawn Egg	minecraft		1.20.1.jar
minecraft:red_dye	Red Dye	minecraft	launcher-assets\item-icons\minecraft\red_dye.png	1.20.1.jar
mca:villager_tracker	Rastreador de aldeões	mca	launcher-assets\item-icons\mca\villager_tracker.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:brown_birch_crib	Berço de Bétula Marrom	mca	launcher-assets\item-icons\mca\brown_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:book	Book	minecraft	launcher-assets\item-icons\minecraft\book.png	1.20.1.jar
minecraft:wheat_seeds	Wheat Seeds	minecraft	launcher-assets\item-icons\minecraft\wheat_seeds.png	1.20.1.jar
minecraft:wither_spawn_egg	Wither Spawn Egg	minecraft		1.20.1.jar
mca:brown_warped_crib	Berço Distorcido Marrom	mca	launcher-assets\item-icons\mca\brown_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:dark_oak_log	Dark Oak Log	minecraft	launcher-assets\item-icons\minecraft\dark_oak_log.png	1.20.1.jar
minecraft:green_stained_glass_pane	Green Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\green_stained_glass_pane.png	1.20.1.jar
mca:needle_and_thread	Agulha e linha	mca	launcher-assets\item-icons\mca\needle_and_thread.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:raw_copper_block	Block of Raw Copper	minecraft	launcher-assets\item-icons\minecraft\raw_copper_block.png	1.20.1.jar
domum_ornamentum:wall/wall_spec	Wall Wall Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:andesite_slab	Andesite Slab	minecraft		1.20.1.jar
minecraft:squid_spawn_egg	Squid Spawn Egg	minecraft		1.20.1.jar
minecolonies:drownedpiratecaptainegg	Drowned Pirate Captain Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:crimson_planks	Crimson Planks	minecraft	launcher-assets\item-icons\minecraft\crimson_planks.png	1.20.1.jar
minecolonies:blockhuthospital	Hospital	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:oak_log	Oak Log	minecraft	launcher-assets\item-icons\minecraft\oak_log.png	1.20.1.jar
minecraft:acacia_fence	Acacia Fence	minecraft		1.20.1.jar
minecolonies:pirate_chest	Pirate Shirt	minecolonies	launcher-assets\item-icons\minecolonies\pirate_chest.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:stripped_spruce_wood	Stripped Spruce Wood	minecraft		1.20.1.jar
minecraft:stone_brick_stairs	Stone Brick Stairs	minecraft		1.20.1.jar
minecraft:pink_stained_glass	Pink Stained Glass	minecraft	launcher-assets\item-icons\minecraft\pink_stained_glass.png	1.20.1.jar
minecraft:light_blue_banner	Light Blue Banner	minecraft		1.20.1.jar
minecraft:honey_bottle	Honey Bottle	minecraft	launcher-assets\item-icons\minecraft\honey_bottle.png	1.20.1.jar
minecolonies:barbarcheregg	Archer Barbarian Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:sugary_bread	Sweet Bread	minecolonies	launcher-assets\item-icons\minecolonies\sugary_bread.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:golden_helmet	Golden Helmet	minecraft	launcher-assets\item-icons\minecraft\golden_helmet.png	1.20.1.jar
mca:cyan_oak_crib	Berço de Carvalho Ciano	mca	launcher-assets\item-icons\mca\cyan_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:oxidized_copper	Oxidized Copper	minecraft	launcher-assets\item-icons\minecraft\oxidized_copper.png	1.20.1.jar
mca:magenta_bamboo_crib	Berço de Bambu Magenta	mca	launcher-assets\item-icons\mca\magenta_bamboo_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:acacia_log	Acacia Log	minecraft	launcher-assets\item-icons\minecraft\acacia_log.png	1.20.1.jar
minecraft:dead_brain_coral_block	Dead Brain Coral Block	minecraft	launcher-assets\item-icons\minecraft\dead_brain_coral_block.png	1.20.1.jar
minecolonies:sceptergold	Sceptergold	minecolonies	launcher-assets\item-icons\minecolonies\sceptergold.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:light_blue_stained_glass	Light Blue Stained Glass	minecraft	launcher-assets\item-icons\minecraft\light_blue_stained_glass.png	1.20.1.jar
minecraft:white_candle	White Candle	minecraft	launcher-assets\item-icons\minecraft\white_candle.png	1.20.1.jar
minecraft:magenta_banner	Magenta Banner	minecraft		1.20.1.jar
minecraft:brick	Brick	minecraft	launcher-assets\item-icons\minecraft\brick.png	1.20.1.jar
mca:lime_mangrove_crib	Berço de Mangue Lima	mca	launcher-assets\item-icons\mca\lime_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:pink_bamboo_crib	Berço de Bambu Rosa	mca	launcher-assets\item-icons\mca\pink_bamboo_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:skeleton_spawn_egg	Skeleton Spawn Egg	minecraft		1.20.1.jar
minecraft:bucket	Bucket	minecraft	launcher-assets\item-icons\minecraft\bucket.png	1.20.1.jar
minecraft:diamond_boots	Diamond Boots	minecraft	launcher-assets\item-icons\minecraft\diamond_boots.png	1.20.1.jar
minecraft:exposed_cut_copper	Exposed Cut Copper	minecraft	launcher-assets\item-icons\minecraft\exposed_cut_copper.png	1.20.1.jar
minecraft:raw_gold	Raw Gold	minecraft	launcher-assets\item-icons\minecraft\raw_gold.png	1.20.1.jar
minecraft:flower_pot	Flower Pot	minecraft	launcher-assets\item-icons\minecraft\flower_pot.png	1.20.1.jar
mca:brown_crimson_crib	Berço de Carmesim Marrom	mca	launcher-assets\item-icons\mca\brown_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:orange_wool	Orange Wool	minecraft	launcher-assets\item-icons\minecraft\orange_wool.png	1.20.1.jar
domum_ornamentum:green_floating_carpet	Green Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:pink_carpet	Pink Carpet	minecraft		1.20.1.jar
minecolonies:drownedpirateegg	Drowned Pirate Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:arms_up_pottery_sherd	Arms Up Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\arms_up_pottery_sherd.png	1.20.1.jar
minecraft:grass	Grass	minecraft	launcher-assets\item-icons\minecraft\grass.png	1.20.1.jar
minecraft:ender_pearl	Ender Pearl	minecraft	launcher-assets\item-icons\minecraft\ender_pearl.png	1.20.1.jar
minecraft:crimson_stairs	Crimson Stairs	minecraft		1.20.1.jar
minecraft:shulker_shell	Shulker Shell	minecraft	launcher-assets\item-icons\minecraft\shulker_shell.png	1.20.1.jar
minecraft:acacia_trapdoor	Acacia Trapdoor	minecraft	launcher-assets\item-icons\minecraft\acacia_trapdoor.png	1.20.1.jar
minecraft:smooth_stone_slab	Smooth Stone Slab	minecraft		1.20.1.jar
minecraft:light_gray_concrete	Light Gray Concrete	minecraft	launcher-assets\item-icons\minecraft\light_gray_concrete.png	1.20.1.jar
minecraft:donkey_spawn_egg	Donkey Spawn Egg	minecraft		1.20.1.jar
minecraft:mushroom_stem	Mushroom Stem	minecraft	launcher-assets\item-icons\minecraft\mushroom_stem.png	1.20.1.jar
minecraft:blue_stained_glass	Blue Stained Glass	minecraft	launcher-assets\item-icons\minecraft\blue_stained_glass.png	1.20.1.jar
minecraft:rose_bush	Rose Bush	minecraft	launcher-assets\item-icons\minecraft\rose_bush.png	1.20.1.jar
mca:green_jungle_crib	Berço da Selva Verde	mca	launcher-assets\item-icons\mca\green_jungle_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:prismarine_brick_stairs	Prismarine Brick Stairs	minecraft		1.20.1.jar
minecraft:mossy_stone_brick_wall	Mossy Stone Brick Wall	minecraft		1.20.1.jar
minecraft:feather	Feather	minecraft	launcher-assets\item-icons\minecraft\feather.png	1.20.1.jar
minecraft:red_sandstone_wall	Red Sandstone Wall	minecraft		1.20.1.jar
minecolonies:pita_hummus	Hummus Pita	minecolonies	launcher-assets\item-icons\minecolonies\pita_hummus.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:polished_granite_slab	Polished Granite Slab	minecraft		1.20.1.jar
minecraft:iron_bars	Iron Bars	minecraft	launcher-assets\item-icons\minecraft\iron_bars.png	1.20.1.jar
minecraft:shield	Shield	minecraft	launcher-assets\item-icons\minecraft\shield.png	1.20.1.jar
minecraft:warped_fence_gate	Warped Fence Gate	minecraft		1.20.1.jar
minecraft:coal_block	Block of Coal	minecraft	launcher-assets\item-icons\minecraft\coal_block.png	1.20.1.jar
mca:lime_birch_crib	Berço de Bétula Lima	mca	launcher-assets\item-icons\mca\lime_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:spruce_door	Spruce Door	minecraft	launcher-assets\item-icons\minecraft\spruce_door.png	1.20.1.jar
minecolonies:butter	Butter	minecolonies	launcher-assets\item-icons\minecolonies\butter.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:blue_concrete	Blue Concrete	minecraft	launcher-assets\item-icons\minecraft\blue_concrete.png	1.20.1.jar
minecraft:dripstone_block	Dripstone Block	minecraft	launcher-assets\item-icons\minecraft\dripstone_block.png	1.20.1.jar
minecraft:allium	Allium	minecraft	launcher-assets\item-icons\minecraft\allium.png	1.20.1.jar
minecraft:archer_pottery_sherd	Archer Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\archer_pottery_sherd.png	1.20.1.jar
minecraft:stripped_birch_wood	Stripped Birch Wood	minecraft		1.20.1.jar
domum_ornamentum:post_spec	Post Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:tropical_fish	Tropical Fish	minecraft	launcher-assets\item-icons\minecraft\tropical_fish.png	1.20.1.jar
minecraft:target	Target	minecraft		1.20.1.jar
minecolonies:rice	Rice	minecolonies	launcher-assets\item-icons\minecolonies\rice.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:red_mushroom_block	Red Mushroom Block	minecraft	launcher-assets\item-icons\minecraft\red_mushroom_block.png	1.20.1.jar
minecraft:crimson_nylium	Crimson Nylium	minecraft	launcher-assets\item-icons\minecraft\crimson_nylium.png	1.20.1.jar
minecraft:prismarine_brick_slab	Prismarine Brick Slab	minecraft		1.20.1.jar
minecraft:birch_sign	Birch Sign	minecraft	launcher-assets\item-icons\minecraft\birch_sign.png	1.20.1.jar
minecolonies:blockstash	Stash	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:vine	Vines	minecraft	launcher-assets\item-icons\minecraft\vine.png	1.20.1.jar
minecraft:hanging_roots	Hanging Roots	minecraft	launcher-assets\item-icons\minecraft\hanging_roots.png	1.20.1.jar
minecraft:sticky_piston	Sticky Piston	minecraft		1.20.1.jar
minecraft:diamond_horse_armor	Diamond Horse Armor	minecraft	launcher-assets\item-icons\minecraft\diamond_horse_armor.png	1.20.1.jar
minecraft:white_banner	White Banner	minecraft		1.20.1.jar
minecraft:dark_oak_button	Dark Oak Button	minecraft		1.20.1.jar
minecraft:fern	Fern	minecraft	launcher-assets\item-icons\minecraft\fern.png	1.20.1.jar
minecolonies:barbarianegg	Barbarian Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:blockhuttavern	Tavern	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:music_disc_mall	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_mall.png	1.20.1.jar
minecolonies:cornmeal	Cornmeal	minecolonies	launcher-assets\item-icons\minecolonies\cornmeal.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:light_gray_oak_crib	Berço de Carvalho Cinza Claro	mca	launcher-assets\item-icons\mca\light_gray_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:snow_golem_spawn_egg	Snow Golem Spawn Egg	minecraft		1.20.1.jar
minecraft:explorer_pottery_sherd	Explorer Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\explorer_pottery_sherd.png	1.20.1.jar
minecraft:scute	Scute	minecraft	launcher-assets\item-icons\minecraft\scute.png	1.20.1.jar
minecolonies:barrel_block	Compost Barrel	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:mud_bricks	Mud Bricks	minecraft	launcher-assets\item-icons\minecraft\mud_bricks.png	1.20.1.jar
minecolonies:schnitzel	Schnitzel	minecolonies	launcher-assets\item-icons\minecolonies\schnitzel.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:cabochis	Cabochis	minecolonies	launcher-assets\item-icons\minecolonies\cabochis.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:cobblestone_wall	Cobblestone Wall	minecraft		1.20.1.jar
minecraft:lapis_block	Block of Lapis Lazuli	minecraft	launcher-assets\item-icons\minecraft\lapis_block.png	1.20.1.jar
minecraft:carrot_on_a_stick	Carrot on a Stick	minecraft	launcher-assets\item-icons\minecraft\carrot_on_a_stick.png	1.20.1.jar
minecraft:heartbreak_pottery_sherd	Heartbreak Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\heartbreak_pottery_sherd.png	1.20.1.jar
minecraft:deepslate_tile_slab	Deepslate Tile Slab	minecraft		1.20.1.jar
minecraft:shulker_box	Shulker Box	minecraft	launcher-assets\item-icons\minecraft\shulker_box.png	1.20.1.jar
minecraft:netherite_pickaxe	Netherite Pickaxe	minecraft	launcher-assets\item-icons\minecraft\netherite_pickaxe.png	1.20.1.jar
minecraft:gray_banner	Gray Banner	minecraft		1.20.1.jar
minecraft:composter	Composter	minecraft		1.20.1.jar
minecraft:blue_orchid	Blue Orchid	minecraft	launcher-assets\item-icons\minecraft\blue_orchid.png	1.20.1.jar
domum_ornamentum:vertical_light	Vertical Light	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:bamboo_chest_raft	Bamboo Raft with Chest	minecraft	launcher-assets\item-icons\minecraft\bamboo_chest_raft.png	1.20.1.jar
minecraft:birch_log	Birch Log	minecraft	launcher-assets\item-icons\minecraft\birch_log.png	1.20.1.jar
minecraft:comparator	Redstone Comparator	minecraft	launcher-assets\item-icons\minecraft\comparator.png	1.20.1.jar
minecolonies:banner_rally_guards	Rallying Banner	minecolonies	launcher-assets\item-icons\minecolonies\banner_rally_guards.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:glass_bottle	Glass Bottle	minecraft	launcher-assets\item-icons\minecraft\glass_bottle.png	1.20.1.jar
minecraft:zombified_piglin_spawn_egg	Zombified Piglin Spawn Egg	minecraft		1.20.1.jar
minecraft:mud_brick_stairs	Mud Brick Stairs	minecraft		1.20.1.jar
minecraft:mossy_cobblestone_wall	Mossy Cobblestone Wall	minecraft		1.20.1.jar
minecraft:white_shulker_box	White Shulker Box	minecraft	launcher-assets\item-icons\minecraft\white_shulker_box.png	1.20.1.jar
minecraft:orange_shulker_box	Orange Shulker Box	minecraft	launcher-assets\item-icons\minecraft\orange_shulker_box.png	1.20.1.jar
mca:light_blue_birch_crib	Berço de Bétula Azul Claro	mca	launcher-assets\item-icons\mca\light_blue_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:netherite_chestplate	Netherite Chestplate	minecraft	launcher-assets\item-icons\minecraft\netherite_chestplate.png	1.20.1.jar
minecraft:small_dripleaf	Small Dripleaf	minecraft		1.20.1.jar
minecraft:waxed_exposed_cut_copper	Waxed Exposed Cut Copper	minecraft		1.20.1.jar
minecraft:handheld	Handheld	minecraft		1.20.1.jar
structurize:blocktimberframe	Blocktimberframe	structurize		structurize-1.20.1-1.0.812-snapshot.jar
minecraft:music_disc_wait	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_wait.png	1.20.1.jar
minecraft:brown_stained_glass	Brown Stained Glass	minecraft	launcher-assets\item-icons\minecraft\brown_stained_glass.png	1.20.1.jar
structurize:sceptertag	Tag Tool	structurize	launcher-assets\item-icons\structurize\sceptertag.png	structurize-1.20.1-1.0.812-snapshot.jar
minecraft:dark_oak_planks	Dark Oak Planks	minecraft	launcher-assets\item-icons\minecraft\dark_oak_planks.png	1.20.1.jar
minecraft:diamond_helmet	Diamond Helmet	minecraft	launcher-assets\item-icons\minecraft\diamond_helmet.png	1.20.1.jar
domum_ornamentum:roan_stone_bricks	Roan Stone Bricks	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:red_concrete	Red Concrete	minecraft	launcher-assets\item-icons\minecraft\red_concrete.png	1.20.1.jar
minecraft:tube_coral_fan	Tube Coral Fan	minecraft	launcher-assets\item-icons\minecraft\tube_coral_fan.png	1.20.1.jar
mca:brown_spruce_crib	Berço de Abeto Marrom	mca	launcher-assets\item-icons\mca\brown_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:birch_boat	Birch Boat	minecraft	launcher-assets\item-icons\minecraft\birch_boat.png	1.20.1.jar
minecraft:horn_coral	Horn Coral	minecraft	launcher-assets\item-icons\minecraft\horn_coral.png	1.20.1.jar
mca:villager_tracker_07	Villager Tracker 07	mca	launcher-assets\item-icons\mca\villager_tracker_07.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:orange_dark_oak_crib	Berço de Carvalho Escuro Laranja	mca	launcher-assets\item-icons\mca\orange_dark_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:architectscutter	Architect's Cutter	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:lapis_lazuli	Lapis Lazuli	minecraft	launcher-assets\item-icons\minecraft\lapis_lazuli.png	1.20.1.jar
domum_ornamentum:white_floating_carpet	White Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
mca:staff_of_life	Bastão da Vida	mca	launcher-assets\item-icons\mca\staff_of_life.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:yellow_glazed_terracotta	Yellow Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\yellow_glazed_terracotta.png	1.20.1.jar
minecraft:birch_button	Birch Button	minecraft		1.20.1.jar
minecolonies:farmland	Tilled Soil	minecolonies	launcher-assets\item-icons\minecolonies\farmland.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:rabbit	Raw Rabbit	minecraft	launcher-assets\item-icons\minecraft\rabbit.png	1.20.1.jar
minecraft:waxed_copper_block	Waxed Block of Copper	minecraft		1.20.1.jar
mca:purple_warped_crib	Berço Distorcido Roxo	mca	launcher-assets\item-icons\mca\purple_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockhutuniversity	University	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:frogspawn	Frogspawn	minecraft	launcher-assets\item-icons\minecraft\frogspawn.png	1.20.1.jar
minecolonies:blockhutalchemist	Alchemist Tower	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:pufferfish_bucket	Bucket of Pufferfish	minecraft	launcher-assets\item-icons\minecraft\pufferfish_bucket.png	1.20.1.jar
